Date,Proximity to Station,Station,Item Burnt,Comments,Fire Severity
3/11/2001,N,Bay Ridge-95 St,DEBRIS,SMALL DEBRIS FIRE EXTINGUISHED BY UNKNOWN EMPLOYEE---NO DAMAGE REPORTED,1
3/11/2001,I,Cleveland St,DEBRIS,SMALL DEBRIS FIRE PUT OUT BY EMPLOYEE NO TRACK DAMAGE.,1
3/11/2001,I,116 St-Columbia University,DEBRIS,,1
3/13/2001,N,2 Av,INSULATOR,MS1 DUNDAS (TK/MTCE) - M/S  COFFIELD (3RAIL/NO) RESPONDED AND FOUND CONDITION WAS DUE TO WATER FROM BROKEN WATER PIPE HITTING THE THIRD RAIL.,1
3/13/2001,N,42 St-Port Auth Bus Terminal,INSULATOR,"M/S TAI (3RAIL RESPONDED AND REPLACED EIGHT INSULATOR""S  FROM COL#1074+40 - 1081+60",1
3/13/2001,I,23 St (IRT Park Av S),DEBRIS,,1
3/13/2001,N,Hoyt St-Schermerhorn St,DEBRIS,"1848 PDM FLEMMING (TRO/SO): REPORTS THAT S/O HOYT ST AT COL# 773+85 THERE IS EVIDENCE OF A TRACK FIRE IN THE TROUGH WHICH WAS EXTINGUISHED BY UNKNOWN PERSONS. THERE ARE RAILS IN THE TROUGH, WITH DEBRIS COLLECTED AROUND, AND UNDER RAILS, THERE ARE ALSO SIL",1
3/13/2001,N,161 St-Yankee Stadium (IND),INSULATOR,"2221 PDM PHILIP (TRO/NO): REPLACED INSULATOR AT COLUMN #1430+10.  SPARKS WAS ISSUING DUE TO WET CONDITION. WATER IS DRIPPING ON THIRD RAIL. NEED DRIP PAN.  TRACK IS SAFE FOR SERVICE.
2223 ERT ROBINSON (TRK):  TIE IS SCORCHED UNDER THE INSULATOR. TRACK IS",1
3/14/2001,N,Jackson Hts-Roosevelt Av,DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE, NO DAMAGE . SAFE FOR SERVICE.",1
3/14/2001,N,175 St,INSULATOR,CONDITION DUETO OVERHEAD WATER LEAK.  PERSONNEL ON THE SCENE INVESTIGATING.,1
3/15/2001,I,Sheepshead Bay,GREASE,GREASE AND PAPER IN THE FLANGEWAY EXTINGUISHED BY F/D,1
3/15/2001,I,174 St (IRT Southern Blvd),DEBRIS,"PAPER BURNING IN ROADBED, EXTINGUISHED BY F/D",1
3/15/2001,I,14-Union Sq. (IRT 4 Av),DEBRIS,,1
3/15/2001,S,Jackson Hts-Roosevelt Av,INSULATOR,16:29 ERT BROWN CHECKED AREA ON D-1 TK AT COL#1405+50 NO TRACK DAMAGED.  3RAIL LARSEN CHECKED AREA ON D-1 TK AND FOUND AN ARCING BETWEEN TIE AND INSULATOR NO 3RAIL DAMAGED FIRE WAS PUT OUT BY FIRE DEPT.,1
3/15/2001,S,137-City Collge,DEBRIS,"JORDAN (TRACK) REPORTS NO DAMAGE TO TRACK.
O""NEAL (3RAIL) REPORTS NO DAMAGE TO THIRD RAIL EQUIPMENT.",1
3/16/2001,N,Newkirk Av (IRT),VEGETATION,,1
3/16/2001,I,Church Av (East 18 St),DEBRIS,,1
3/16/2001,I,Cortlandt St (IRT),DEBRIS,"1629 M/S LEVY (TRO/SO): REPORTS THAT ON TRK 3, AT COL #183+50, THERE IS EVIDENCE OF A DEBRIS FIRE (BURNT NEWSPAPERS), BET THIRD RAIL AND RUNNING RAIL, THAT WAS SELF EXTINGUISHED. THERE IS NO DAMAGE TO THIRD RAIL EQUIPMENT TRACK IS SAFE FOR SERVICE.
1627 ",1
3/16/2001,N,96 St (Broadway),DEBRIS,"1656 M/S KING (TRK): REPORTS THAT N/O 96TH ST ON TRK 3, BET COL # 0+00 TO 1+00, THERE WAS EVIDENCE OF DEBRIS FIRE IN THE CROSSING FROG. THIS FIRE WAS EXTINGUISHED BY EMPLOYEE USING PORTABLE FIRE EXTINGUISHER. NO DAMAGE TO TRACK. TRACK IS SAFE FOR SERVICE.",1
3/16/2001,N,96 St (Broadway),DEBRIS,,1
3/17/2001,S,Inwood-207 St (IND),DEBRIS,,1
3/17/2001,S,125 St (IRT Lexington Av),DEBRIS,"PAPER DEBRIS FIRE SELF EXTINGUISHED NO DAMAGE TO TRACK, SAFE FOR SERVICE",1
3/20/2001,S,5 Av / 53 St,INSULATOR,,1
3/20/2001,I,Coney Island-Stillwell Av,DEBRIS,,1
3/21/2001,S,Utica Av (IND Fulton St.),DEBRIS,"IGLESIAS (TRACK): NO DAMAGE TO TRACK.
MULDERITT (3RAIL): NO DAMAGE TO THIRD RAIL EQUIPMENT.",1
3/21/2001,N,Dekalb Av (Flatbush),DEBRIS,"DEBRIS FIRE EXTINGUISHED BY FD, NO DAMAGE, SAFE FOR SERVICE.",1
3/22/2001,S,Kingsbridge Rd (IND Grnd Conc),INSULATOR,,1
3/22/2001,S,Broadway-Lafayette St,DEBRIS,UNDARE (3RAIL): NO DAMAGE TO 3RAIL EQUIPMENT.,1
3/22/2001,I,53 St,INSULATOR,"FAGGIANO (3RAIL): WATER LEAKING FROM STREET VENTS ONTO 3RAIL CAUSED TWO INSULATORS TO FAIL. INSULATORS WERE REPLACED.
SUMMERVILLE (TRACK): RAIN WATER ENTERING SYSTEM CAUSING INSULATORS TO FAIL. NO DAMAGE TO TRACK EQUIPMENT.",2
3/23/2001,N,Bedford-Nostrand Avs,INSULATOR,"CONDITION DUE TO AN OVERHEAD WATER LEAK, REFERED TO INFRASTRCTURE PERSONNEL.  WILL INSTALL DRIP PAN.  2 INSULATORS CHANGED SAFE FOR SERVICE",1
3/23/2001,S,5 Av / 59 St,INSULATOR,CONDITION DUE TO AN OVERHEAD WATER LEAK,1
3/23/2001,N,34 St-Herald Sq (IND),INSULATOR,"1558 ERT JORDAN (TRK): UNFOUNDED. WALKED ON B4 TRACK, N/O STATION FROM COL# 1030+50 TO 1040+50. NO DAMAGE TO TRACK TRACK IS SAFE FOR SERVICE.
1640 CANNING (TRO/NO): THERE IS INDICATION THERE WAS AN EXPLOSION AT THE LOCATION IN THE FROG AREA AT COL#B41041+",1
3/23/2001,N,Broadway Jctn-(ENY IND) ,DEBRIS,"MORRISON (3RAIL): DEBRIS FIRE UNDER THIRD RAIL. NO DAMAGE TO 3RAIL EQUIPMENT.
HASTY (TRACK): NO TRACK DAMAGE.",1
3/24/2001,N,Kings Hwy (BMT W8 St),DEBRIS,,1
3/24/2001,N,Sheepshead Bay,DEBRIS,"GONZALEZ (TK): NO TRACK DAMAGE.
JOSEPH (3RAIL): NO 3RAIL DAMAGE.",1
3/25/2001,I,Fulton St (IND Lower Level),INSULATOR,"STATION WASH TEAM WASHING PLATFORM, WATER FALLING ONTO TRACK CAUSING INSULATOR TO ARC, STONE TIE BURNT.",1
3/26/2001,I,Fulton St (IND Lower Level),DEBRIS,"DIPOL (3RAIL): METAL CAN BRIDGING THE 3RD RAIL CAUSING IT TO ARC AND SET DEBRIS ON FIRE. NO DAMAGE TO THIRD RAIL EQUIPMENT.
CUMMINGS (TK): NO TRACK DAMAGE.",1
3/26/2001,I,Sheepshead Bay,DEBRIS,"LOGAN (3RAIL): LEAVES AND DEBRIS UNDER 3RAIL ON FIRE. NO DAMAGE TO THIRD RAIL EQUIPMENT.
STEMBERGER (TRACK): NO TRACK DAMAGE.",1
3/26/2001,S,Broadway Jctn-(Estrn Pkwy BMT),DEBRIS,"TSS  PUT OUT A PAPER DEBRIS FIRE ON J-2 TK  BY SWITCH #335A ,ERT MANRESA CHECKED SAID AREA AND REPORT SAME NO TRACK DAMAGED.",1
3/27/2001,I,Atlantic Av (Flatbush Av),DEBRIS,,1
3/27/2001,I,82-Jackson Hts,DEBRIS,"1817 ERT CAPORALE (TRK): REPORTS THAT THERE IS EVIDENCE OF A DEBRIS FIRE BY THE CONDUCTOR""S POSITION AT 82ND ST AND JACKSON HEIGHTS (COL# 334+00), ON C1 TRACK. FIRE WAS EXTINGUISHED BY WATER. NO TRACK DAMAGE TRACK IS SAFE FOR SERVICE.",1
3/28/2001,N,Prospect Park,DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE, NO DAMAGE. SAFE FOR SERVICE.",1
3/29/2001,I,Ave H,DEBRIS,,1
3/30/2001,S,Queens Plaza,INSULATOR,"MACALUSO (3RAIL): INSULATOR FAILED DUE TO RAIN WATER COMING IN VENT IN MEZZ AND DOWN STAIRWAY AND DRIPPING ON INSULATOR. INSULATOR REPLACED.
KOHLER (TRACK): NO TRACK DAMAGE.",1
3/30/2001,S,63 Dr (Rego Park/Queens Blvd),STEEL DUST,"MCGLENN (3RAIL): WATER LEAKING FROM VENT GRATING CAUSED SHORT ON 3RAIL. ONE INSULATOR WAS REPLACED.
KOHLER (TRACK): NO DAMAGE TO TRACK.",2
3/30/2001,S,155 St (IND 8 Av),DEBRIS,,1
3/30/2001,I,Kew Gardens-Union Tpke,DEBRIS,"SENNINO (TRACK): NO DAMAGE TO TRACK.
O""NEAL (3RAIL): NO DAMAGE TO THIRD RAIL.",1
4/1/2001,I,Boro Hall (Lex. Av lines),DEBRIS,SMALL PAPER DEBRIS FIRE BETWEEN RUNNING & GUARD RAILS NO DAMAGE SAFE FOR SERVICE.  FIR EWAS WITHIN STATION LIMITS.,1
4/1/2001,N,Union St (4 Av),INSULATOR,,1
4/1/2001,S,Washingtn Hts-168 St(Brdwy),INSULATOR,M/S ROSE (TRO) & TRK/INSP. CARTER BOTH REPORTED WATER COMING FROM THE WALL CAUSING  INSULATOR TO ARC.,1
4/2/2001,N,Nostrand Av (IND Fulton St.),DEBRIS,,1
4/4/2001,I,8 Av (61 St),DEBRIS,"18:15 ERT M/S LYNN CHECKED AREA ON E1,2&3 TRACK FROM  SIG#559 -573, 40ft N/O SIG 566 ON E-2 TRACK THERE WAS A DEBRIS FIRE THAT WAS PUT OUT BY FIRE DEPT WITH WATER. NO TRACK DAMAGED.",1
4/5/2001,S,36 St (4 Av),DEBRIS,,1
4/5/2001,N,Kings Hwy (BMT McDonald Av),INSULATOR,,2
4/5/2001,I,59 St (BMT Brooklyn),DEBRIS,,1
4/6/2001,I,Newkirk Plaza (BMT),DEBRIS,BATT 41 RESPONDED TO A TRK FIRE...FIRE WAS EXTINGUISHED./.,1
4/6/2001,N,Dekalb Av (Flatbush),ELECTRICAL WIRE,"1330 SUP""T TORTORELLA (TRO/SO): DISCONNECTED THIRD RAIL BOND.",1
4/6/2001,S,7 Av (53 St),DEBRIS,"1433 SUP""T TORTORELLA (TRO/S): REPORTS THAT A PIECE OF ALUMINUM FOIL WAS BRIDGED BETWEEN CONTACT RAIL AND STANDARD BRACKET CAUSED ATRACK FIRE AND ALSO CAUSED ATIE TO BURN. FIRE WAS EXTINGUISHED BY EMPLOYEE. NO DAMAGE TO 3RD RAIL EQUIPMENT. TRACK IS SAFE F",1
4/6/2001,N,Broadway-Lafayette St,DEBRIS,,1
4/7/2001,N,14-Union Sq. (IRT 4 Av),DEBRIS,SANNINO (TK MTCE) CHECKED AND SAW EVIDENCE OF A PAPER DEBRIS TRACK FIRE IN THE TROUGH UNDER THE 3rd RAIL WHICH WAS EXTINGUISHED EARLIER BY M/S LY (SIGNALS) USING WATER. NO TRACK DAMAGE. LUDWICK (TRO/NO) CHECKED AND REPORTED THE EVIDENCE OF THE FIRE AT SAM,1
4/7/2001,I,Chambers St (IRT Varick St),DEBRIS,"ERT JORDAN (TK MTCE) REPORTS EVIDENCE OF A SMALL PAPER DEBRIS FIRE ON THE ROADBED S/E OF THE STATION WAS EXTINGUISHED USING WATER, THERE IS NO TRACK DAMAGE. RTO REPORTED THE FIRE WAS EXTINGUISHED BY RCI JOHNS. NO DAMAGE TO 3rd RAIL EQUIPMENT REPORTED BY M",1
4/7/2001,N,Dekalb Av (Flatbush),DEBRIS,ERT MILLER (TK MTCE) CHECKED AND FOUND EVIDENCE OF A FIRE N/O THE STATION WHICH WAS EXTINGUISHED BY A TSS USING WATER. NO TRACK DAMAGE. JOSEPH (TRO/SO) ALSO FOUND THE EVIDENCE OF A FIRE AT THE SAME LOCATION NEAR NEGATIVE 3rd RAIL CABLES. THE CABLES WERE N,1
4/8/2001,N,5 Av-Bryant Park,DEBRIS,TWO 1/2 MILL TRANSPOSITION CABLES BURNT AT RAIL CONNECTION,2
4/9/2001,S,168 St-Washington Heights,INSULATOR,M/S ROSE REPORT INSULATOR BURNT DUE TO WATER LEAK FROM OVERHEAD. NO DAMAGE TO THE CONTACT RAIL OR THE THIRD RAIL PROTECTION BOARD.,1
4/9/2001,N,53 St,INSULATOR,M/S PROVIDENCE FIBER GLASS INSULATOR BURNT. REPLACED IT WITH A 5 1/2 PORCELIAN INSULATOR. CLEANED DEBRIS FROM AROUND THE INSULATOR.,2
4/10/2001,N,Court Sq-23 St,INSULATOR,"INSULATOR FIRE, WATER IN AREA",2
4/10/2001,I,Rector St (BMT Trinity Pl.),CABLE,"1158 M/S FAGGIANO TRO/SO): REPORTS THAT AT COL # 247+35 ON B1 TRK 3 SETS OF 500MCM CABLES WENT TO GROUND. FIRE WAS ON TRK BI AT COL 247 + 50. FIRE WAS EXTINGUISHED BY FIRE DEP""T. NO DAMAGE TO THIRD RAIL EQUIPMENT. TRK SAFE FOR SERVICE.
1301 CUMMINGS (TRK",2
4/10/2001,I,City Hall,EQUIPMENT,"50 FEET OF CONTACT RAIL ON GROUND.   BRACKETS, INSULATORS AND PROTECTION BOARDS REPLACED. CONTACT RAIL REMOUNTED.",2
4/10/2001,S,Central Park N. (IRT 110 St),INSULATOR,"BONSIGNORE (3RAIL): INSULATOR FAILED DUE TO WATER DRIPPING FROM CEILING.
LUNDY (TK): NO TRACK DAMAGE.",1
4/10/2001,S,City Hall,DEBRIS,DEBRIS FIRE UNDER 3RAIL. NO DAMAGE TO 3RAIL.,1
4/11/2001,S,Far Rockaway-Mott Av,DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE (TSS). NO DAMAGE, SAFE FOR SERVICE.",1
4/11/2001,S,Hoyt St-Schermerhorn St,DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE (TSS). NO DAMAGE, SAFE FOR SERVICE.",1
4/12/2001,N,42 St-Bryant Pk (BMT 6 Av),DEBRIS,,1
4/12/2001,I,205 St-Norwood,INSULATOR,,1
4/14/2001,S,Cortelyou Rd,CABLE,"SLIGHT DAMAGE TO CABLE INSULATION, REPAIRS ARE IN PROGRESS.",1
4/14/2001,S,Prospect Park,DEBRIS,DEBRIS FIRE EXTINGUISHED BY FD. NO DAMAGE. SAFE FOR SERVICE.,1
4/14/2001,N,Jamaica Vn Wyck,DEBRIS,"TK/INSP BONAMO EXTINGUISHED A SMALL PAPER DEBRIS FIRE, NO TRACK DAMAGE ,SAFE FOR SERVICE.  THERE WAS NO OTHER DEBRIS FOUND IN THE AREA.",1
4/15/2001,S,Prospect Park,DEBRIS,"SMALL LEAF FIRE BETWEEN 3RD RAIL AND RUNNING RAIL, NO DAMAGE, SAFE FOR SERVICE.",1
4/15/2001,I,Church Av (IND McDonald),DEBRIS,"HINDS (TRO/SO) CONFIRMED THERE WAS EVIDENCE OF A FIRE ON THE FREE SHOE SIDE OF THE TRACK WHICH WAS EXTINGUISHED BY THE FIRE DEPT.
LUNDY (TRK) REPORTS CHECKING UP TO 50 FT N/O OF THE STATION AND DID NOT SEE EVIDENCE OF A FIRE.",1
4/15/2001,N,Newkirk Plaza (BMT),DEBRIS,LEAVES BURNING,1
4/15/2001,S,Prospect Park,DEBRIS,ERT BOONE (TK) FOUND EVIDENCE OF A SMALL DEBRIS FIRE 100 FT N/O SIGNAL 432. THE FIRE WAS EXTTINGUISHED BY TSS WHITAKER USING WATER. THERE IS NO TRACK DAMAGE.,1
4/16/2001,I,9 Av (39 St),DEBRIS,,1
4/18/2001,N,Mets-Willets Point,DEBRIS,,1
4/18/2001,S,Times Sq-42 St (BMT),DEBRIS,,1
4/18/2001,S,Bedford Av,EQUIPMENT,,1
4/18/2001,S,Bay 50 St,TIE,"SCORCHED GUARD TIE, SAFE FOR SERVICE.",1
4/19/2001,I,Prospect Park,DEBRIS,,1
4/19/2001,I,Coney Island-Stillwell Av,DEBRIS,,1
4/19/2001,N,34 St-Herald Sq (IND),DEBRIS,,1
4/19/2001,N,South Ferry,DEBRIS,SMALL DEBRIS FIRE NO TRACK DAMAGE.,1
4/19/2001,S,Lafayette Av,DEBRIS,SMALL DEBRIS FIRE NO TRACK AND THIRD RAIL DAMAGE.,1
4/20/2001,N,145 St (IND St. Nicholas Av),DEBRIS,TK/INSP  HENDRICKSON REPORT CONDITION WAS DUE TO ALUMINUM BRIDGING 3RAIL NO DAMAGE TO TRACK OR 3RAIL EQPT,1
4/20/2001,N,Flushing Av (BMT Broadway),DEBRIS,"18:15 ERT MORRIS  M/S CHECKED AREA ON J-2 TRACK THERE WAS A DEBRIS FIRE NO TRACK DAMAGED , 3RAIL CHECKED SAID AREA NO 3RAIL DAMAGED.",1
4/20/2001,N,Forest Hills-71 Av,DEBRIS,"20:24 ERT M/S JOHN CHECKED AREA THERE WAS A DEBRIS FIRE ON D-7 TRACK UNDER 3RAIL WHICH WAS PUT OUT BY EMPLOYEE NO TRACK DAMAGED , 3RAIL LUDWICK CHECKED AREA NO DAMAGED TO CABLE  BUT RE TAPED CABLE LOGS .",1
4/20/2001,N,W 4 St (IND Wash Sq),DEBRIS,"20;13 ERT ORTIZ CHECKED AREA ON B-4 TK BY COL#966+50 THERE WAS A PIECE OF ALUMINUM FOIL ON FIRE ASAME WAS PUT OUT BY EMPLOYEE, NO TRACK DAMAGED ,3RAIL CHECKED SAID AREA NO TRACK DAMAGED.",1
4/20/2001,I,Prospect Park,DEBRIS,21:41 ERT MILLER CHECKED AREA ON A-4 TK BY SIG#433 TRAIN CAME INTO CONTACT WITH A BICYCLE THAT WAS TROWN ONTO THE TRACK BICYCLE WAS TAKEN TO A STORE ROOM ON STATION .3RAIL CHECKED AREA AND REPORT SAME NO 3RAIL DAMAGED.,1
4/21/2001,S,42 St-Bryant Pk (BMT 6 Av),DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE, NO DAMAGE. SAFE FOR SERVICE.",1
4/21/2001,S,Cathedral Pkwy (IND 110 St),INSULATOR,SMOKING 3RD. RAIL INSULATOR REMOVED. WILL BE REPLACED BY THE 12-8 TOUR.,2
4/22/2001,S,Bowling Green,DEBRIS,TRO/SO HOLNESS REPORTS A PAPER FIRE ON THE LOOP TRACK.  NO 3rd RAIL DAMAGE.  AREA SAFE FOR SERVICE.  TK/ERT MANRESA REPORT THE FIRE IS UNFOUNDED.  CHECKED FROM COL 33+00 TO 31+45 ON B-LOOP. TRACK IS SAFE FOR SERVICE.  FIRE DEPT. ALSO REPORT THE FIRE WAS U,1
4/22/2001,N,59 St-Columbus Circle (IRT),DEBRIS,TK/ERT BENNEWITZ AND PDM KARL REPORTS FIRE IN FLANGEWAY AT THE N/E AND S/E OF THE STATION ON TRACK #1.  FIRE DEPT. AND T/A EMPLOYEE EXTINGUISH THE FIRE.  FIRE WAS SET BY A TRAIN WITH FLAT WHEELS 1721 O/O VAN CORTLANDT PARK.  NO TRACK OR 3rd RAIL DAMAGE.,2
4/22/2001,I,Prospect Park,TIE,TK/ERT JOHNSON REPORTS STONE TIE BURNT.  WILL REFER TO THE DAY CREW FOR REPAIRS.  TRACK SAFE FOR SERVICE.  NO OTHER TRACK DAMAGE.,1
4/23/2001,I,Chambers St (BMT Centre St),EQUIPMENT,"17:29 ERT MANRESA CHECKED AREA FROM COL#2+00 TO 7+50 ON J-1 TRACK UNFOUNDED. 18:14 3rail FLEMING  CHECKED AREA AND SAW A HOT JOINT ON J-2 TRACK COL#4+95 SAME WILL BE CHECK AFTER THE RUSH HOUR
21:07 M/S CAMP REQUEST PWR OFF ,TO INSTALLED ARCHING RAIL JOINT",1
4/23/2001,S,Prospect Park,DEBRIS, 18:45 M/S BOONE  ERT REPORT S/B TRACK COL #427+30 TSS COLEMAN AND FIRE DEPT EXTINGUISHED DEBRIS FIRE NO DAMAGED TO TRACK .,1
4/23/2001,N,Van Siclen Av (IND Pitkin),TIE,"19:45 M/S BOONE REPORT 300ft N/O STATION  ON TK-3 STREET COIL#93 SLIGHTLY SCORCH TIE, WHICH WAS  EXTINGUISH BY FIRE DEPT ,NO TRACK DAMAGED TRACK IS SAFE FOR SERVICE.",1
4/24/2001,N,Pitkin Yard,DEBRIS,DEBRIS FIRE BETWEEN FENCE AND THIRD RAIL NEAR SWITCH 121,1
4/24/2001,N,175 St,INSULATOR,WATER DRIPPING CAUSED INSULATOR TO SHORT OUT.,1
4/24/2001,S,Broadway Jctn-(Estrn Pkwy BMT),DEBRIS,TRAIN WITH LOW SHOE HIT SWITCH 355 CAUSING FIRE.,1
4/24/2001,I,Myrtle Av (Broadway),DEBRIS,,1
4/24/2001,I,Coney Island-Stillwell Av,DEBRIS,DEBRI UNDER THIRD RAIL.,1
4/25/2001,S,Jay St-MetroTech (IND),DEBRIS,"FIRE UNDER CROSSTIE, NO DAMAGE.
PROVIDENCE (3RAIL): NO DAMAGE TO 3RAIL EQUIPMENT.",1
4/25/2001,S,74 St-Broadway,TIE,COWDRICK (3RAIL): NO DAMAGE TO 3RAIL EQUIPMENT.,1
4/26/2001,N,23 St (IRT Park Av S),TIE,15:32 ERT NEGRON CHECKED AREA ON TK4 COL#108+00 THERE WAS A BURNT TIE WHICH WAS PUT OUT BY FIRE DEPT NO TRACK OR 3RAIL DAMAGED,1
4/26/2001,N,59 St-Columbus Cir (IND),DEBRIS,"17:34 3RAIL WHITE CHECKED AREA ON TKA-2 COL #1128+30 AND SAW WHERE TSS HAD PUT OUT ATRACK FIRE WITH CHEMICAL NO 3RAIL DAMAGED.
18:00 ERT JORDAN INSPECTED SAID AREA NO TRACK DAMAGED.",1
4/26/2001,N,New Lots Av (IND Van Sinderen),DEBRIS,"20:02 ERT BRYANT CHECKED AREA ON P-2 TRACK COLUMN #89+50 THERE WAS A TRACK FIRE IT WAS EXTINGUISHED BY EMPLOYEE WITH WATER.
POWER WAS TAKEN OFF 18:46 HRS AND RESTORED AT 18:58 HRS.",1
4/27/2001,I,81 St-Mus Nat Hist,DEBRIS,TK/INSP :SUMTER SMALL DEBRIS (PAPER) FIRE EXTINGUISHED BY EMPLOYEE NO DANAGE TO TRACK EQUIPTMENT,1
4/27/2001,I,96 St (Broadway),CABLE,"GEN/SUPT NAPPO (3RAIL) CONTRACTOR""S   WORKING REMOVING OLD LIGHTING PIPE CUT INTO  CABLE CAUSING EXPLOUSION.",1
4/27/2001,I,Woodside-61St,DEBRIS,,1
4/27/2001,I,Dyckman St (IRT),DEBRIS,,1
4/27/2001,N,9 Av (39 St),DEBRIS,WOISIN (3RAIL0 SMALL DEBRIS FIRE IN AREA OF SWITCH #12 D3 - C1 TRACK EXTINGUISHED BYEMPLOYEE,1
4/27/2001,I,Woodside-61St,DEBRIS,"DEBRIS FIRE EXTINGUISHED BY FD. 100 FT. NORTH OF SIG. # 2813-C, NO DAMAGE SAFE FOR SERVICE.",1
4/27/2001,S,9 Av (39 St),DEBRIS,"DEBRIS FIRE BEHIND THE 3RD. RAIL EXTINGUISHED BY EMPLOYEE, NO DAMAGE , SAFE FOR SERVICE.",1
4/28/2001,N,Dekalb Av (Flatbush),DEBRIS,"M/S BOONE (TK MTCE) SAID EVIDENCE OF A SMALL DEBRIS FIRE WAS NEAR SIGNAL LOCATION A4-291 AND NOT ON TRK 3 AS REPORTED. THE FIRE WAS EXTINGUISHED BY TSS USING WATER, NO DAMAGE TO TRACKWAY.
M/S DEWATERS (TRO/So) SAID EVIDENCE OF A DEBRIS FIRE WAS NEAR SIGNA",1
4/28/2001,S,Brooklyn Bridge-City Hall,DEBRIS," ERT O""HAGAN (TK) CHECKED AND FOUND EVIDENCE OF A SMALL DEBRIS FIRE IN THE FLANGE WAY THAT WAS PUT OUT BY FIRE DEPT. NO TRACK DAMAGE.",1
4/28/2001,I,Ave J,DEBRIS,ERT JOHNSON (TK) FOUND EVIDENCE OF A SMALL LEAF FIRE ON TK-A1 ABOUT 240 FT S/O SIGNAL 561 WHICH WAS EXTINGUISHED BY THE FIRE DEPT. NO TRACK DAMAGE.,1
4/28/2001,S,36 St (4 Av),DEBRIS,FIRE DEPT HAD RESPONDED AND DID NOT LOCATE THE FIRE. M/S BOONE FOUND A SMALL DEBRIS FIRE BETWEEN FLANGEWAY AT SURVEY MARKER 471+30 WHICH HE EXTINGUISHED USING WATER. NO TRACK DAMAGE.,1
4/29/2001,S,Chambers St (IRT Varick St),DEBRIS,,1
4/30/2001,N,Kings Hwy (E16 St),DEBRIS,"TRACK CHECKED AREA AND PUT OU A LEAVES DEBRIS FIRE BET TK-2-4 AT COL 618+30 NO TRACK DAMAGED, SIGNAL CHECKED AREA AT JUNCTION BOX NO SIGNAL DAMAGED,3RAIL FLEMING CHECKED  SAID AREA AND FOUND AN INSULATOR WAS  SLIGHTLY BLISTERED RETAPED CABLE NO 3RAIL DAMA",1
4/30/2001,I,Atlantic Av (Van Sinderen),TIE,"TRACK FOUND BURNT TIES ON TK K-4 NEAR SIG #349 (I)TIMBER GARD (2)REGULAR TIES (2)STONE TIES AT 150ft S/O STATION NOTRACK DAMAGED,3RAIL REPORT SAME AS ABOVE NO 3RAIL DAMAGED.",1
4/30/2001,I,14 St (IND 8 Av),DEBRIS,"3RAIL CHECK AREA AND FOUND AN ARCING  TIN FOIL UNDER 3RAIL REMOVE SAME FROM A-1 TK S/B ON S/E BY COL 1004+35 NO 3RAIL DAMAGED, ERT TRACK CHECKED SAID AREA AND REPORT SAME NO TRACK DAMAGED.",1
5/1/2001,I,Newkirk Plaza (BMT),DEBRIS,GARBAGE BAG ON FIRE BETWEEN 3RAILS OF A2 & A4 TK. WEST(3RAIL) REPORTS NO DAMAGE TO 3RAIL EQUIPMENT.  BACON (TRACK) REPORTS NO DAMAGE TO TRACK.,1
5/1/2001,I,74 St-Broadway,EQUIPMENT,"COWDRICK (3RAIL): 3RAIL SHIMS UNDER THE INSULATOR WERE BURNING. REPLACED. NO OTHER DAMAGE.
PETERKIN (TRACK): NO TRACK DAMAGE.",1
5/1/2001,S,7 Av (Flatbush Av),DEBRIS,"DEBRIS FIRE UNDER THE 3RD. RAIL EXTINGUISHED BY EMPLOYEE, NO DAMAGE SAFE FOR SERVICE.",1
5/1/2001,S,Ave J,DEBRIS,"DEBRIS FIRE EXTINGUISHED 40 FT. NORTH OF SIG. #572, BY FD. NO DAMAGE. SAFE FOR SERVICE",1
5/1/2001,I,33 St (Queens Blvd),DEBRIS,"DEBRIS FIRE 50FT. NORTH OF SIG. 1984 C EXTINGUISHED BY EMPLOYEE, NO DAMAGE, SAFE FOR SERVICE.",1
5/2/2001,N,Beach 90 St,TIE,,2
5/2/2001,I,121 St,TIE,,1
5/2/2001,N,Dekalb Av (Flatbush),DEBRIS,SMALL DEBRIS IN WIDE AREA NO TRACK DAMAGE SAFE FOR SERVICE.,1
5/2/2001,N,9 Av (39 St),DEBRIS,,1
5/2/2001,N,Canarsie-Rockaway Pkwy,DEBRIS,,1
5/2/2001,N,90-Elmhurst,TIE,TK/INSP. JACKSON REPORTS AN UNUSED STONE TIE BURNT ON THE WEST RAIL.  NO OTHER TRACK DAMAGE.  TRACK SAFE FOR SERVICE.,1
5/3/2001,N,Mets-Willets Point,TIE,TK/INSP. JACKSON REPORTS END OF A TIE BURNT ON THE EAST RAIL IN THE FROG AREA.  TRACK IS SAFE FOR SERVICE.,1
5/3/2001,S,New Lots Av (IRT Livonia Av),TIE,TK/INSP. REPORTS A ROTTED TIE WAS ON FIRE.  NEED REPLACING.  TRACK SAFE FOR SERVICE.,1
